,value,Iteration,Model,Dataset,DataType
8,82.81122309997276,8,randomwalk,reuters,text
9,82.53881776082811,9,randomwalk,reuters,text
0,70.1988558975756,0,wnll,reuters,text
1,71.75156633070009,1,wnll,reuters,text
2,71.07055298283845,2,wnll,reuters,text
3,70.90710977935167,3,wnll,reuters,text
4,69.59956415145737,4,wnll,reuters,text
5,69.24543721056932,5,wnll,reuters,text
6,70.06265322800327,6,wnll,reuters,text
7,70.38953963497684,7,wnll,reuters,text
8,70.71642604195044,8,wnll,reuters,text
9,70.52574230454917,9,wnll,reuters,text
0,68.45546172704985,0,mean_shifted_laplace,reuters,text
1,68.61890493053664,1,mean_shifted_laplace,reuters,text
2,68.72786706619449,2,mean_shifted_laplace,reuters,text
3,68.01961318441842,3,mean_shifted_laplace,reuters,text
4,68.59166439662218,4,mean_shifted_laplace,reuters,text
5,68.78234813402342,5,mean_shifted_laplace,reuters,text
6,68.29201852356306,6,mean_shifted_laplace,reuters,text
7,68.29201852356306,7,mean_shifted_laplace,reuters,text
8,69.08199400708254,8,mean_shifted_laplace,reuters,text
9,69.24543721056932,9,mean_shifted_laplace,reuters,text
0,80.0871697085263,0,poissonmbo_old,reuters,text
1,80.4685371833288,1,poissonmbo_old,reuters,text
2,80.90438572596021,2,poissonmbo_old,reuters,text
3,79.95096703895395,3,poissonmbo_old,reuters,text
4,79.59684009806594,4,poissonmbo_old,reuters,text
5,80.05992917461181,5,poissonmbo_old,reuters,text
6,80.76818305638791,6,poissonmbo_old,reuters,text
7,79.65132116589486,7,poissonmbo_old,reuters,text
8,79.86924543721057,8,poissonmbo_old,reuters,text
9,80.79542359030236,9,poissonmbo_old,reuters,text
0,80.305093979842,0,poissonmbobalanced,reuters,text
1,80.25061291201308,1,poissonmbobalanced,reuters,text
2,80.03268864069736,2,poissonmbobalanced,reuters,text
3,79.73304276763825,3,poissonmbobalanced,reuters,text
4,78.97030781803323,4,poissonmbobalanced,reuters,text
5,79.9237265050395,5,poissonmbobalanced,reuters,text
6,81.06782892944702,6,poissonmbobalanced,reuters,text
7,80.65922092073005,7,poissonmbobalanced,reuters,text
8,80.44129664941433,8,poissonmbobalanced,reuters,text
9,78.94306728411877,9,poissonmbobalanced,reuters,text
0,50.66739308090438,0,poisson2,reuters,text
1,51.02152002179242,1,poisson2,reuters,text
2,50.72187414873331,2,poisson2,reuters,text
3,50.83083628439118,3,poisson2,reuters,text
4,50.83083628439118,4,poisson2,reuters,text
5,50.44946880958865,5,poisson2,reuters,text
6,47.86161808771452,6,poisson2,reuters,text
7,47.888858621628984,7,poisson2,reuters,text
8,47.75265595205666,8,poisson2,reuters,text
9,47.99782075728685,9,poisson2,reuters,text
0,52.95559792971942,0,poisson,reuters,text
1,51.34840642876601,1,poisson,reuters,text
2,50.1225824026151,2,poisson,reuters,text
3,52.0566603105421,3,poisson,reuters,text
4,50.85807681830565,4,poisson,reuters,text
5,51.97493870879868,5,poisson,reuters,text
6,50.912557886134564,6,poisson,reuters,text
7,52.98283846363389,7,poisson,reuters,text
8,55.216562244619986,8,poisson,reuters,text
9,50.040860800871705,9,poisson,reuters,text
0,52.901116861890486,0,poissonbalanced,reuters,text
1,49.93189866521384,1,poissonbalanced,reuters,text
2,51.593571233996194,2,poissonbalanced,reuters,text
3,49.768455461727044,3,poissonbalanced,reuters,text
4,49.85017706347045,4,poissonbalanced,reuters,text
5,52.08390084445655,5,poissonbalanced,reuters,text
6,51.92045764096977,6,poissonbalanced,reuters,text
7,50.36774720784528,7,poissonbalanced,reuters,text
8,52.220103514028885,8,poissonbalanced,reuters,text
9,53.11904113320622,9,poissonbalanced,reuters,text
0,54.72623263415963,0,poissonvolume,reuters,text
1,55.87033505856715,1,poissonvolume,reuters,text
2,48.86951784254971,2,poissonvolume,reuters,text
3,54.23590302369927,3,poissonvolume,reuters,text
4,52.79215472623263,4,poissonvolume,reuters,text
5,51.04876055570689,5,poissonvolume,reuters,text
6,51.97493870879868,6,poissonvolume,reuters,text
7,50.14982293652955,7,poissonvolume,reuters,text
8,50.885317352220106,8,poissonvolume,reuters,text
9,49.93189866521384,9,poissonvolume,reuters,text
0,82.75674203214383,0,poissonmbo,reuters,text
1,82.75674203214383,1,poissonmbo,reuters,text
2,81.96676654862435,2,poissonmbo,reuters,text
3,82.62053936257149,3,poissonmbo,reuters,text
4,82.7022609643149,4,poissonmbo,reuters,text
5,82.59329882865704,5,poissonmbo,reuters,text
6,82.04848815036775,6,poissonmbo,reuters,text
7,81.42195587033504,7,poissonmbo,reuters,text
8,83.19259057477527,8,poissonmbo,reuters,text
9,83.6284391174067,9,poissonmbo,reuters,text
0,83.65567965132118,0,sparselabelpropagation,reuters,text
1,80.4685371833288,1,sparselabelpropagation,reuters,text
2,81.17679106510488,2,sparselabelpropagation,reuters,text
3,80.63198038681557,3,sparselabelpropagation,reuters,text
4,81.61263960773631,4,sparselabelpropagation,reuters,text
5,82.3208934895124,5,sparselabelpropagation,reuters,text
6,80.79542359030236,6,sparselabelpropagation,reuters,text
7,81.1495505311904,7,sparselabelpropagation,reuters,text
8,79.89648597112503,8,sparselabelpropagation,reuters,text
9,80.74094252247345,9,sparselabelpropagation,reuters,text
0,69.57232361754289,0,centeredkernel,reuters,text
1,69.98093162625987,1,centeredkernel,reuters,text
2,69.08199400708254,2,centeredkernel,reuters,text
3,70.28057749931898,3,centeredkernel,reuters,text
4,69.84472895668755,4,centeredkernel,reuters,text
5,69.43612094797058,5,centeredkernel,reuters,text
6,70.00817216017434,6,centeredkernel,reuters,text
7,69.84472895668755,7,centeredkernel,reuters,text
8,70.52574230454917,8,centeredkernel,reuters,text
9,68.94579133751023,9,centeredkernel,reuters,text
0,53.94465097067327,0,laplace,ohsumed,text
1,55.555555555555564,1,laplace,ohsumed,text
2,54.109871953738114,2,laplace,ohsumed,text
3,54.3783560512185,3,laplace,ohsumed,text
4,54.66749277158199,4,laplace,ohsumed,text
5,54.109871953738114,5,laplace,ohsumed,text
6,54.7087980173482,6,laplace,ohsumed,text
7,54.23378769103676,7,laplace,ohsumed,text
8,53.53159851301115,8,laplace,ohsumed,text
9,54.99793473771169,9,laplace,ohsumed,text
0,62.35026848409749,0,randomwalk,ohsumed,text
1,61.97852127220157,1,randomwalk,ohsumed,text
2,63.23833126807104,2,randomwalk,ohsumed,text
3,63.50681536555143,3,randomwalk,ohsumed,text
4,63.01115241635688,4,randomwalk,ohsumed,text
5,64.33292028087567,5,randomwalk,ohsumed,text
6,62.7633209417596,6,randomwalk,ohsumed,text
7,62.70136307311029,7,randomwalk,ohsumed,text
8,63.610078479966965,8,randomwalk,ohsumed,text
9,63.46551011978522,9,randomwalk,ohsumed,text
0,54.04791408508881,0,wnll,ohsumed,text
1,53.20115654688146,1,wnll,ohsumed,text
2,55.121850475010326,2,wnll,ohsumed,text
3,53.779429987608424,3,wnll,ohsumed,text
4,54.04791408508881,4,wnll,ohsumed,text
5,53.779429987608424,5,wnll,ohsumed,text
6,54.33705080545229,6,wnll,ohsumed,text
7,54.58488228004957,7,wnll,ohsumed,text
8,54.894671623296155,8,wnll,ohsumed,text
9,54.46096654275093,9,wnll,ohsumed,text
0,52.43700950020653,0,mean_shifted_laplace,ohsumed,text
1,53.73812474184221,1,mean_shifted_laplace,ohsumed,text
2,54.13052457662123,2,mean_shifted_laplace,ohsumed,text
3,51.941346551011975,3,mean_shifted_laplace,ohsumed,text
4,53.696819496076,4,mean_shifted_laplace,ohsumed,text
5,53.53159851301115,5,mean_shifted_laplace,ohsumed,text
6,53.242461792647674,6,mean_shifted_laplace,ohsumed,text
7,53.49029326724494,7,mean_shifted_laplace,ohsumed,text
8,53.139198678232134,8,mean_shifted_laplace,ohsumed,text
9,53.800082610491536,9,mean_shifted_laplace,ohsumed,text
0,59.76869062370921,0,poissonmbo_old,ohsumed,text
1,59.64477488641057,1,poissonmbo_old,ohsumed,text
2,58.65344898802148,2,poissonmbo_old,ohsumed,text
3,58.632796365138375,3,poissonmbo_old,ohsumed,text
4,58.52953325072285,4,poissonmbo_old,ohsumed,text
5,58.7360594795539,5,poissonmbo_old,ohsumed,text
6,60.26435357290376,6,poissonmbo_old,ohsumed,text
7,58.79801734820322,7,poissonmbo_old,ohsumed,text
8,58.40561751342422,8,poissonmbo_old,ohsumed,text
9,59.727385377943,9,poissonmbo_old,ohsumed,text
0,58.65344898802148,0,poissonmbobalanced,ohsumed,text
1,58.715406856670796,1,poissonmbobalanced,ohsumed,text
2,59.08715406856671,2,poissonmbobalanced,ohsumed,text
3,59.25237505163157,3,poissonmbobalanced,ohsumed,text
4,58.384964890541106,4,poissonmbobalanced,ohsumed,text
5,59.0458488228005,5,poissonmbobalanced,ohsumed,text
6,58.75671210243701,6,poissonmbobalanced,ohsumed,text
7,58.65344898802148,7,poissonmbobalanced,ohsumed,text
8,59.520859149111935,8,poissonmbobalanced,ohsumed,text
9,57.393638992152006,9,poissonmbobalanced,ohsumed,text
0,46.48905410987195,0,poisson2,ohsumed,text
1,45.55968608013218,1,poisson2,ohsumed,text
2,54.564229657166464,2,poisson2,ohsumed,text
3,45.49772821148286,3,poisson2,ohsumed,text
4,50.578273440726974,4,poisson2,ohsumed,text
5,45.6216439487815,5,poisson2,ohsumed,text
6,56.75340768277571,6,poisson2,ohsumed,text
7,45.53903345724907,7,poisson2,ohsumed,text
8,46.46840148698885,8,poisson2,ohsumed,text
9,53.696819496076,9,poisson2,ohsumed,text
0,48.058653448988025,0,poisson,ohsumed,text
1,46.117306897976036,1,poisson,ohsumed,text
2,48.12061131763735,2,poisson,ohsumed,text
3,47.04667492771582,3,poisson,ohsumed,text
4,48.451053283767045,4,poisson,ohsumed,text
5,46.73688558446922,5,poisson,ohsumed,text
6,45.37381247418422,6,poisson,ohsumed,text
7,46.53035935563817,7,poisson,ohsumed,text
8,47.60429574555968,8,poisson,ohsumed,text
9,48.533663775299466,9,poisson,ohsumed,text
0,50.12391573729864,0,poissonbalanced,ohsumed,text
1,45.72490706319702,1,poissonbalanced,ohsumed,text
2,47.852127220156966,2,poissonbalanced,ohsumed,text
3,49.17389508467576,3,poissonbalanced,ohsumed,text
4,48.96736885584469,4,poissonbalanced,ohsumed,text
5,48.96736885584469,5,poissonbalanced,ohsumed,text
6,46.09665427509294,6,poissonbalanced,ohsumed,text
7,46.53035935563817,7,poissonbalanced,ohsumed,text
8,47.108632796365136,8,poissonbalanced,ohsumed,text
9,46.96406443618339,9,poissonbalanced,ohsumed,text
0,46.05534902932673,0,poissonvolume,ohsumed,text
1,46.6336224700537,1,poissonvolume,ohsumed,text
2,48.492358529533256,2,poissonvolume,ohsumed,text
3,47.872779843040064,3,poissonvolume,ohsumed,text
4,46.117306897976036,4,poissonvolume,ohsumed,text
5,47.19124328789757,5,poissonvolume,ohsumed,text
6,46.0140437835605,6,poissonvolume,ohsumed,text
7,46.46840148698885,7,poissonvolume,ohsumed,text
8,46.922759190417175,8,poissonvolume,ohsumed,text
9,46.96406443618339,9,poissonvolume,ohsumed,text
0,60.0371747211896,0,poissonmbo,ohsumed,text
1,57.90995456422966,1,poissonmbo,ohsumed,text
2,59.7067327550599,2,poissonmbo,ohsumed,text
3,60.53283767038414,3,poissonmbo,ohsumed,text
4,60.181743081371344,4,poissonmbo,ohsumed,text
5,60.11978521272202,5,poissonmbo,ohsumed,text
6,59.08715406856671,6,poissonmbo,ohsumed,text
7,58.0751755472945,7,poissonmbo,ohsumed,text
8,59.85130111524163,8,poissonmbo,ohsumed,text
9,58.96323833126807,9,poissonmbo,ohsumed,text
0,62.22635274679885,0,sparselabelpropagation,ohsumed,text
1,60.47087980173482,1,sparselabelpropagation,ohsumed,text
2,60.863279636513845,2,sparselabelpropagation,ohsumed,text
3,59.3969434118133,3,sparselabelpropagation,ohsumed,text
4,56.91862866584057,4,sparselabelpropagation,ohsumed,text
5,62.618752581577866,5,sparselabelpropagation,ohsumed,text
6,58.550185873605955,6,sparselabelpropagation,ohsumed,text
7,59.35563816604709,7,sparselabelpropagation,ohsumed,text
8,59.58281701776126,8,sparselabelpropagation,ohsumed,text
9,58.88062783973565,9,sparselabelpropagation,ohsumed,text
0,55.885997521685255,0,centeredkernel,ohsumed,text
1,56.50557620817843,1,centeredkernel,ohsumed,text
2,57.10450227178852,2,centeredkernel,ohsumed,text
3,56.83601817430814,3,centeredkernel,ohsumed,text
4,56.381660470879794,4,centeredkernel,ohsumed,text
5,57.22841800908715,5,centeredkernel,ohsumed,text
6,56.051218504750096,6,centeredkernel,ohsumed,text
7,57.16646014043784,7,centeredkernel,ohsumed,text
8,57.414291615035104,8,centeredkernel,ohsumed,text
9,56.54688145394464,9,centeredkernel,ohsumed,text
0,58.109780241536335,0,laplace,corpus,text
1,58.109780241536335,1,laplace,corpus,text
2,58.109780241536335,2,laplace,corpus,text
3,58.109780241536335,3,laplace,corpus,text
4,58.109780241536335,4,laplace,corpus,text
5,58.109780241536335,5,laplace,corpus,text
6,58.109780241536335,6,laplace,corpus,text
7,58.109780241536335,7,laplace,corpus,text
8,58.109780241536335,8,laplace,corpus,text
9,58.109780241536335,9,laplace,corpus,text
0,58.109780241536335,0,randomwalk,corpus,text
1,58.109780241536335,1,randomwalk,corpus,text
2,58.109780241536335,2,randomwalk,corpus,text
3,58.109780241536335,3,randomwalk,corpus,text
4,58.109780241536335,4,randomwalk,corpus,text
5,58.109780241536335,5,randomwalk,corpus,text
6,58.109780241536335,6,randomwalk,corpus,text
7,58.109780241536335,7,randomwalk,corpus,text
8,58.109780241536335,8,randomwalk,corpus,text
9,58.109780241536335,9,randomwalk,corpus,text
0,58.109780241536335,0,wnll,corpus,text
1,58.109780241536335,1,wnll,corpus,text
2,58.109780241536335,2,wnll,corpus,text
3,58.109780241536335,3,wnll,corpus,text
4,58.109780241536335,4,wnll,corpus,text
5,58.109780241536335,5,wnll,corpus,text
6,58.109780241536335,6,wnll,corpus,text
7,58.109780241536335,7,wnll,corpus,text
8,58.109780241536335,8,wnll,corpus,text
9,58.109780241536335,9,wnll,corpus,text
0,58.109780241536335,0,mean_shifted_laplace,corpus,text
1,58.109780241536335,1,mean_shifted_laplace,corpus,text
2,58.109780241536335,2,mean_shifted_laplace,corpus,text
3,58.109780241536335,3,mean_shifted_laplace,corpus,text
4,58.109780241536335,4,mean_shifted_laplace,corpus,text
5,58.109780241536335,5,mean_shifted_laplace,corpus,text
6,58.109780241536335,6,mean_shifted_laplace,corpus,text
7,58.109780241536335,7,mean_shifted_laplace,corpus,text
8,58.109780241536335,8,mean_shifted_laplace,corpus,text
9,58.109780241536335,9,mean_shifted_laplace,corpus,text
0,58.109780241536335,0,poissonmbo_old,corpus,text
1,58.109780241536335,1,poissonmbo_old,corpus,text
2,58.109780241536335,2,poissonmbo_old,corpus,text
3,58.109780241536335,3,poissonmbo_old,corpus,text
4,58.109780241536335,4,poissonmbo_old,corpus,text
5,58.109780241536335,5,poissonmbo_old,corpus,text
6,58.109780241536335,6,poissonmbo_old,corpus,text
7,58.109780241536335,7,poissonmbo_old,corpus,text
8,58.109780241536335,8,poissonmbo_old,corpus,text
9,58.109780241536335,9,poissonmbo_old,corpus,text
0,58.109780241536335,0,poissonmbobalanced,corpus,text
1,58.109780241536335,1,poissonmbobalanced,corpus,text
2,58.109780241536335,2,poissonmbobalanced,corpus,text
3,58.109780241536335,3,poissonmbobalanced,corpus,text
4,58.109780241536335,4,poissonmbobalanced,corpus,text
5,58.109780241536335,5,poissonmbobalanced,corpus,text
6,58.109780241536335,6,poissonmbobalanced,corpus,text
7,58.109780241536335,7,poissonmbobalanced,corpus,text
8,58.109780241536335,8,poissonmbobalanced,corpus,text
9,58.109780241536335,9,poissonmbobalanced,corpus,text
0,58.109780241536335,0,poisson2,corpus,text
1,58.109780241536335,1,poisson2,corpus,text
2,58.109780241536335,2,poisson2,corpus,text
3,58.109780241536335,3,poisson2,corpus,text
4,58.109780241536335,4,poisson2,corpus,text
5,58.109780241536335,5,poisson2,corpus,text
6,58.109780241536335,6,poisson2,corpus,text
7,58.109780241536335,7,poisson2,corpus,text
8,58.109780241536335,8,poisson2,corpus,text
9,58.109780241536335,9,poisson2,corpus,text
0,58.109780241536335,0,poisson,corpus,text
1,58.109780241536335,1,poisson,corpus,text
2,58.109780241536335,2,poisson,corpus,text
3,58.109780241536335,3,poisson,corpus,text
4,58.109780241536335,4,poisson,corpus,text
5,58.109780241536335,5,poisson,corpus,text
6,58.109780241536335,6,poisson,corpus,text
7,58.109780241536335,7,poisson,corpus,text
8,58.109780241536335,8,poisson,corpus,text
9,58.109780241536335,9,poisson,corpus,text
0,58.109780241536335,0,poissonbalanced,corpus,text
1,58.109780241536335,1,poissonbalanced,corpus,text
2,58.109780241536335,2,poissonbalanced,corpus,text
3,58.109780241536335,3,poissonbalanced,corpus,text
4,58.109780241536335,4,poissonbalanced,corpus,text
5,58.109780241536335,5,poissonbalanced,corpus,text
6,58.109780241536335,6,poissonbalanced,corpus,text
7,58.109780241536335,7,poissonbalanced,corpus,text
8,58.109780241536335,8,poissonbalanced,corpus,text
9,58.109780241536335,9,poissonbalanced,corpus,text
0,58.109780241536335,0,poissonvolume,corpus,text
1,58.109780241536335,1,poissonvolume,corpus,text
2,58.109780241536335,2,poissonvolume,corpus,text
3,58.109780241536335,3,poissonvolume,corpus,text
4,58.109780241536335,4,poissonvolume,corpus,text
5,58.109780241536335,5,poissonvolume,corpus,text
6,58.109780241536335,6,poissonvolume,corpus,text
7,58.109780241536335,7,poissonvolume,corpus,text
8,58.109780241536335,8,poissonvolume,corpus,text
9,58.109780241536335,9,poissonvolume,corpus,text
0,58.109780241536335,0,poissonmbo,corpus,text
1,58.109780241536335,1,poissonmbo,corpus,text
2,58.109780241536335,2,poissonmbo,corpus,text
3,58.109780241536335,3,poissonmbo,corpus,text
4,58.109780241536335,4,poissonmbo,corpus,text
5,58.109780241536335,5,poissonmbo,corpus,text
6,58.109780241536335,6,poissonmbo,corpus,text
7,58.109780241536335,7,poissonmbo,corpus,text
8,58.109780241536335,8,poissonmbo,corpus,text
9,58.109780241536335,9,poissonmbo,corpus,text
0,58.109780241536335,0,sparselabelpropagation,corpus,text
1,58.109780241536335,1,sparselabelpropagation,corpus,text
2,58.13700257374778,2,sparselabelpropagation,corpus,text
3,58.109780241536335,3,sparselabelpropagation,corpus,text
4,58.109780241536335,4,sparselabelpropagation,corpus,text
5,58.109780241536335,5,sparselabelpropagation,corpus,text
6,58.109780241536335,6,sparselabelpropagation,corpus,text
7,58.109780241536335,7,sparselabelpropagation,corpus,text
8,58.109780241536335,8,sparselabelpropagation,corpus,text
9,58.109780241536335,9,sparselabelpropagation,corpus,text
0,58.109780241536335,0,centeredkernel,corpus,text
1,58.109780241536335,1,centeredkernel,corpus,text
2,58.109780241536335,2,centeredkernel,corpus,text
3,58.109780241536335,3,centeredkernel,corpus,text
4,58.109780241536335,4,centeredkernel,corpus,text
5,58.109780241536335,5,centeredkernel,corpus,text
6,58.109780241536335,6,centeredkernel,corpus,text
7,58.109780241536335,7,centeredkernel,corpus,text
8,58.109780241536335,8,centeredkernel,corpus,text
9,58.109780241536335,9,centeredkernel,corpus,text
0,86.89240851993445,0,laplace,20news,text
1,86.78317859093391,1,laplace,20news,text
2,86.94702348443474,2,laplace,20news,text
3,85.09011469142546,3,laplace,20news,text
4,86.83779355543419,4,laplace,20news,text
5,86.61933369743309,5,laplace,20news,text
6,86.12779901693064,6,laplace,20news,text
7,87.49317312943747,7,laplace,20news,text
8,86.89240851993445,8,laplace,20news,text
9,86.18241398143091,9,laplace,20news,text
0,87.98470780993992,0,randomwalk,20news,text
1,86.89240851993445,1,randomwalk,20news,text
2,87.05625341343529,2,randomwalk,20news,text
3,87.60240305843801,3,randomwalk,20news,text
4,85.85472419442928,4,randomwalk,20news,text
5,87.43855816493719,5,randomwalk,20news,text
6,89.02239213544512,6,randomwalk,20news,text
7,87.16548334243583,7,randomwalk,20news,text
8,86.29164391043146,8,randomwalk,20news,text
9,86.34625887493173,9,randomwalk,20news,text
0,86.18241398143091,0,wnll,20news,text
1,85.52703440742765,1,wnll,20news,text
2,85.80010922992899,2,wnll,20news,text
3,86.67394866193338,3,wnll,20news,text
4,86.40087383943201,4,wnll,20news,text
5,86.78317859093391,5,wnll,20news,text
6,85.47241944292736,6,wnll,20news,text
7,86.23702894593119,7,wnll,20news,text
8,86.89240851993445,8,wnll,20news,text
9,86.07318405243036,9,wnll,20news,text
0,86.18241398143091,0,mean_shifted_laplace,20news,text
1,86.18241398143091,1,mean_shifted_laplace,20news,text
2,86.94702348443474,2,mean_shifted_laplace,20news,text
3,85.96395412342982,3,mean_shifted_laplace,20news,text
4,86.61933369743309,4,mean_shifted_laplace,20news,text
5,86.56471873293282,5,mean_shifted_laplace,20news,text
6,86.18241398143091,6,mean_shifted_laplace,20news,text
7,86.72856362643364,7,mean_shifted_laplace,20news,text
8,86.34625887493173,8,mean_shifted_laplace,20news,text
9,86.51010376843256,9,mean_shifted_laplace,20news,text
0,88.14855270344074,0,poissonmbo_old,20news,text
1,87.49317312943747,1,poissonmbo_old,20news,text
2,86.67394866193338,2,poissonmbo_old,20news,text
3,87.98470780993992,3,poissonmbo_old,20news,text
4,86.72856362643364,4,poissonmbo_old,20news,text
5,87.38394320043692,5,poissonmbo_old,20news,text
6,86.61933369743309,6,poissonmbo_old,20news,text
7,87.65701802293829,7,poissonmbo_old,20news,text
8,87.11086837793556,8,poissonmbo_old,20news,text
9,87.82086291643911,9,poissonmbo_old,20news,text
0,86.72856362643364,0,poissonmbobalanced,20news,text
1,87.32932823593664,1,poissonmbobalanced,20news,text
2,87.16548334243583,2,poissonmbobalanced,20news,text
3,87.00163844893501,3,poissonmbobalanced,20news,text
4,87.00163844893501,4,poissonmbobalanced,20news,text
5,86.67394866193338,5,poissonmbobalanced,20news,text
6,86.61933369743309,6,poissonmbobalanced,20news,text
7,87.43855816493719,7,poissonmbobalanced,20news,text
8,87.05625341343529,8,poissonmbobalanced,20news,text
9,86.40087383943201,9,poissonmbobalanced,20news,text
0,85.0354997269252,0,poisson2,20news,text
1,85.14472965592573,1,poisson2,20news,text
2,83.61551064991808,2,poisson2,20news,text
3,83.23320589841616,3,poisson2,20news,text
4,82.68705625341345,4,poisson2,20news,text
5,83.7793555434189,5,poisson2,20news,text
6,85.25395958492626,6,poisson2,20news,text
7,84.32550518842162,7,poisson2,20news,text
8,84.3801201529219,8,poisson2,20news,text
9,83.9432004369197,9,poisson2,20news,text
0,87.43855816493719,0,poisson,20news,text
1,86.94702348443474,1,poisson,20news,text
2,88.36701256144184,2,poisson,20news,text
3,86.40087383943201,3,poisson,20news,text
4,87.76624795193884,4,poisson,20news,text
5,86.29164391043146,5,poisson,20news,text
6,85.85472419442928,6,poisson,20news,text
7,86.94702348443474,7,poisson,20news,text
8,87.49317312943747,8,poisson,20news,text
9,86.23702894593119,9,poisson,20news,text
0,86.29164391043146,0,poissonbalanced,20news,text
1,87.27471327143637,1,poissonbalanced,20news,text
2,86.07318405243036,2,poissonbalanced,20news,text
3,85.90933915892954,3,poissonbalanced,20news,text
4,85.80010922992899,4,poissonbalanced,20news,text
5,86.56471873293282,5,poissonbalanced,20news,text
6,86.12779901693064,6,poissonbalanced,20news,text
7,86.01856908793009,7,poissonbalanced,20news,text
8,86.18241398143091,8,poissonbalanced,20news,text
9,86.67394866193338,9,poissonbalanced,20news,text
0,87.71163298743856,0,poissonvolume,20news,text
1,86.45548880393228,1,poissonvolume,20news,text
2,86.67394866193338,2,poissonvolume,20news,text
3,87.27471327143637,3,poissonvolume,20news,text
4,86.23702894593119,4,poissonvolume,20news,text
5,86.72856362643364,5,poissonvolume,20news,text
6,87.16548334243583,6,poissonvolume,20news,text
7,86.34625887493173,7,poissonvolume,20news,text
8,86.78317859093391,8,poissonvolume,20news,text
9,86.61933369743309,9,poissonvolume,20news,text
0,86.94702348443474,0,poissonmbo,20news,text
1,87.11086837793556,1,poissonmbo,20news,text
2,88.09393773894047,2,poissonmbo,20news,text
3,86.89240851993445,3,poissonmbo,20news,text
4,85.74549426542873,4,poissonmbo,20news,text
5,87.60240305843801,5,poissonmbo,20news,text
6,87.87547788093937,6,poissonmbo,20news,text
7,87.49317312943747,7,poissonmbo,20news,text
8,87.05625341343529,8,poissonmbo,20news,text
9,87.11086837793556,9,poissonmbo,20news,text
0,86.72856362643364,0,sparselabelpropagation,20news,text
1,86.83779355543419,1,sparselabelpropagation,20news,text
2,85.0354997269252,2,sparselabelpropagation,20news,text
3,85.85472419442928,3,sparselabelpropagation,20news,text
4,86.56471873293282,4,sparselabelpropagation,20news,text
5,86.40087383943201,5,sparselabelpropagation,20news,text
6,87.27471327143637,6,sparselabelpropagation,20news,text
7,86.72856362643364,7,sparselabelpropagation,20news,text
8,86.40087383943201,8,sparselabelpropagation,20news,text
9,85.80010922992899,9,sparselabelpropagation,20news,text
0,84.81703986892407,0,centeredkernel,20news,text
1,84.87165483342436,1,centeredkernel,20news,text
2,85.63626433642818,2,centeredkernel,20news,text
3,85.58164937192791,3,centeredkernel,20news,text
4,87.05625341343529,4,centeredkernel,20news,text
5,86.01856908793009,5,centeredkernel,20news,text
6,85.63626433642818,6,centeredkernel,20news,text
7,84.76242490442381,7,centeredkernel,20news,text
8,86.23702894593119,8,centeredkernel,20news,text
9,85.36318951392681,9,centeredkernel,20news,text
